Transaction_ID,Date,Department_ID,Region_ID,Product_Category,Budget_Revenue,Actual_Revenue,Budget_Expense,Actual_Expense,Headcount,Status
TXN0004313,2026-03-12 00:00:00,D010,R002,Hardware,186344.91,126785.26,158099.9,137606.26,11,Completed
TXN0004314,2025-07-05 00:00:00,D009,R001,Consulting,138861.0,158335.4,67441.83,81089.93,150,Pending
TXN0004315,2025-05-09 00:00:00,D004,R001,Subscription,162240.19,166367.9,105872.78,108871.18,5,Cancelled
TXN0004316,2024-09-01 00:00:00,D008,R004,Consulting,101761.68,76631.57,73623.21,61938.1,17,Cancelled
TXN0004317,2026-05-04 00:00:00,D001,R001,Services,154904.1,146490.65,78014.37,102436.69,26,Pending
TXN0004318,2026-05-07 00:00:00,D007,R004,Software,239977.39,256618.07,119228.34,142237.41,87,Completed
TXN0004319,2026-11-03 00:00:00,D006,R003,Support,100834.52,126651.24,56848.56,58120.63,109,Completed
TXN0004320,2026-03-27 00:00:00,D006,R003,Subscription,201051.69,208363.84,116847.56,116431.28,87,Completed
TXN0004321,2024-07-23 00:00:00,D006,R003,Hardware,246786.55,286023.83,165801.15,157505.88,49,Completed
TXN0004322,2024-01-15 00:00:00,D008,R004,Software,190208.95,241061.69,131783.71,152222.57,18,Pending
TXN0004323,2026-04-29 00:00:00,D009,R001,Subscription,165953.22,157009.13,85900.83,59400.36,140,Completed
TXN0004324,2024-05-26 00:00:00,D005,R002,Hardware,272772.76,188152.83,159527.97,166185.87,111,Pending
TXN0004325,2024-11-11 00:00:00,D006,R003,Software,185446.49,183815.17,97276.12,109554.64,49,Completed
TXN0004326,2026-08-25 00:00:00,D005,R002,Subscription,168038.0,207514.3,58902.24,68711.9,80,Completed
TXN0004327,2025-02-16 00:00:00,D003,R003,Services,140188.09,146976.85,68798.4,78442.98,140,Pending
TXN0004328,2026-11-15 00:00:00,D009,R001,Software,203530.95,197675.48,106468.33,102623.65,64,Completed
TXN0004329,2024-05-10 00:00:00,D008,R004,Support,113617.5,147249.61,53820.99,54489.8,120,Completed
TXN0004330,2025-09-02 00:00:00,D004,R001,Software,178046.33,223382.85,110636.28,122057.94,73,Completed
TXN0004331,2024-05-04 00:00:00,D004,R001,Consulting,147052.06,108341.4,90389.85,77566.11,49,Completed
TXN0004332,2026-12-31 00:00:00,D006,R003,Subscription,207942.44,236765.09,58435.45,63014.01,62,Completed
TXN0004333,2024-05-21 00:00:00,D010,R002,Hardware,160132.53,200291.23,119199.24,139500.04,59,Completed
TXN0004334,2024-05-15 00:00:00,D010,R006,Support,86403.27,90095.7,50684.49,49457.22,160,Pending
TXN0004335,2026-09-24 00:00:00,D010,R002,Subscription,97864.47,97410.65,93445.78,118583.16,39,Completed
TXN0004336,2025-07-04 00:00:00,D006,R003,Subscription,178863.42,172653.19,114165.87,106516.87,33,Completed
TXN0004337,2026-12-14 00:00:00,D006,R003,Hardware,175252.96,201618.18,153808.41,151301.15,8,Completed
TXN0004338,2025-02-23 00:00:00,D006,R003,Consulting,119641.19,127790.56,59141.63,59745.0,95,Pending
TXN0004339,2024-01-30 00:00:00,D008,R004,Subscription,149704.21,174365.53,101383.63,98610.76,151,Completed
TXN0004340,2025-05-29 00:00:00,D008,R004,Services,145344.74,145335.71,84757.09,96659.79,178,Completed
TXN0004341,2024-04-02 00:00:00,D006,R003,Support,103659.58,92119.73,61229.64,59599.89,40,Pending
TXN0004342,2025-05-28 00:00:00,D001,R001,Subscription,198849.11,208535.78,86397.46,86718.01,74,Completed
TXN0004343,2025-12-25 00:00:00,D001,R001,Software,205790.72,228856.1,126925.71,112484.78,140,Cancelled
TXN0004344,2024-02-05 00:00:00,D003,R003,Hardware,243266.0,242967.82,165196.78,219266.12,124,Completed
TXN0004345,2024-07-16 00:00:00,D005,R002,Services,159555.27,180989.66,100887.96,114045.25,149,Pending
TXN0004346,2026-06-13 00:00:00,D008,R004,Subscription,182482.16,217666.14,81731.74,81183.54,122,Completed
TXN0004347,2025-09-24 00:00:00,D010,R002,Software,170405.08,166385.44,107828.53,129352.22,22,Cancelled
TXN0004348,2026-12-06 00:00:00,D007,R004,Support,92941.92,103255.59,49920.15,51975.16,45,Completed
TXN0004349,2024-09-21 00:00:00,D001,R001,Support,86003.73,73749.53,58980.13,70097.1,160,Completed
TXN0004350,11/19/2026,D009,R001,Support,71856.89,88579.86,57386.42,57184.27,75,Completed
TXN0004351,2025-03-26 00:00:00,D010,R002,Services,98837.38,119023.66,98381.12,101206.63,48,Pending
TXN0004352,2026-02-10 00:00:00,D001,R001,Hardware,231284.61,229226.79,124361.83,140254.0,164,Completed
TXN0004353,2025-08-22 00:00:00,D003,R003,Consulting,147642.55,154639.17,95496.97,89126.53,137,Completed
TXN0004354,2025-01-29 00:00:00,D002,R002,Consulting,128323.38,123184.51,65869.04,62585.74,5,Pending
TXN0004355,2025-03-13 00:00:00,D007,R004,Subscription,121814.54,132922.06,84309.98,75129.32,173,Completed
TXN0004356,2024-07-03 00:00:00,D006,R003,Subscription,153219.2,145464.73,86221.04,78161.69,124,Cancelled
TXN0004357,2026-02-20 00:00:00,D009,R001,SERVICES,137965.73,126998.36,80600.0,85796.15,97,Completed
TXN0004358,2024-02-17 00:00:00,D010,R002,Subscription,105143.74,120327.85,"₹1,25,000",67437.04,112,Completed
TXN0004359,2024-10-22 00:00:00,D004,R001,Support,92956.49,63042.93,59932.0,65426.55,61,Pending
TXN0004360,2024-02-25 00:00:00,D002,R002,Subscription,162433.77,173390.03,72297.31,68806.05,43,Completed
TXN0004361,2024-04-25 00:00:00,D004,R001,,139896.69,180424.38,98941.27,109410.06,14,Pending
TXN0004362,2026-07-06 00:00:00,D006,R003,Support,58445.26,70409.0,71559.86,64133.61,19,Cancelled
TXN0004363,2025-10-23 00:00:00,D005,R002,Consulting,158990.59,139071.29,77794.79,77384.04,71,Completed
TXN0004364,2025-10-04 00:00:00,D008,R004,Hardware,277458.66,313041.13,135825.35,134700.84,56,Cancelled
TXN0004365,2025-03-06 00:00:00,D009,R005,Consulting,125940.53,115787.6,,67858.35,123,Cancelled
TXN0004366,2025-10-18 00:00:00,D002,R002,Software,199586.87,unknown,129228.01,120045.23,131,Cancelled
TXN0004367,2026-01-26 00:00:00,D001,R001,Hardware,241375.71,246119.29,133092.04,131309.53,135,Cancelled
TXN0004368,2025-03-06 00:00:00,D007,R004,Subscription,156856.81,162443.51,85239.57,89557.07,134,Completed
TXN0004369,2025-02-24 00:00:00,D009,R001,Consulting,105774.5,128426.7,75411.47,52485.97,139,Completed
TXN0004370,2026-09-07 00:00:00,D003,R003,Support,89239.66,76874.3,41350.17,41040.76,107,Completed
TXN0004371,2024-08-10 00:00:00,D003,R003,Consulting,173958.97,158291.61,51946.74,56380.03,51,Completed
TXN0004372,2024-06-29 00:00:00,D010,R006,Support,98988.06,86180.85,49009.87,36655.82,145,Cancelled
TXN0004373,2026-12-07 00:00:00,D002,R002,Subscription,175908.46,156542.75,85896.44,98795.17,169,Pending
TXN0004374,2024-02-24 00:00:00,D002,R002,Services,153079.63,149691.79,89205.8,101422.58,171,Pending
TXN0004375,2024-03-16 00:00:00,D001,R001,Consulting,122324.4,160387.78,59965.14,63514.14,35,Completed
TXN0004376,2026-09-12 00:00:00,D008,R004,Services,153109.92,146294.52,88766.02,90224.34,42,Cancelled
TXN0004377,2025-04-18 00:00:00,D009,R001,Subscription,128982.03,122122.4,100412.58,101654.84,62,Completed
TXN0004378,2025-09-14 00:00:00,D009,R001,Consulting,70340.91,84676.44,74053.15,97420.81,160,Pending
TXN0004379,2024-03-31 00:00:00,D001,R001,Hardware,225826.82,285174.72,154966.52,141761.51,112,Pending
TXN0004380,2026-04-27 00:00:00,D006,R003,Subscription,170396.86,,94538.47,93665.18,137,Completed
TXN0004381,2026-07-02 00:00:00,D004,R001,Support,82795.87,91698.68,57567.2,56840.21,8,Pending
TXN0004382,2024-12-15 00:00:00,D008,R004,Software,159233.09,158043.98,82926.22,66466.68,173,Completed
TXN0004383,2024-03-28 00:00:00,D002,R002,Hardware,162240.37,167636.99,147769.9,151492.79,179,Completed
TXN0004384,2026-01-02 00:00:00,D008,R004,,142199.17,128886.82,130073.09,118353.79,37,Completed
TXN0004385,2025-03-31 00:00:00,D009,R001,Subscription,193357.84,194254.22,102179.16,100344.52,137,Completed
TXN0004386,2026-01-22 00:00:00,D005,R002,Hardware,228121.07,210851.69,152196.25,200958.83,135,Cancelled
TXN0004387,2025-09-29 00:00:00,D004,R001,Software,183162.5,199337.22,94113.89,115007.07,21,Completed
TXN0004388,2024-07-28 00:00:00,D008,R004,Support,109947.07,112699.91,61212.43,60794.89,44,Completed
TXN0004389,2026-03-31 00:00:00,D006,R003,Services,,138588.35,100297.37,115515.26,142,Pending
TXN0004390,2026-12-29 00:00:00,D002,R002,Consulting,140298.65,117174.81,65573.09,72610.45,159,Completed
TXN0004391,2026-07-11 00:00:00,D001,R001,Consulting,155072.49,150803.56,82470.68,77146.7,163,Pending
TXN0004392,2025-09-11 00:00:00,D009,R005,Services,180896.47,185172.15,94468.64,112803.0,165,Completed
TXN0004393,2025-06-23 00:00:00,D006,R003,Hardware,219772.55,226310.85,146649.61,155963.44,110,Pending
TXN0004394,2025-04-19 00:00:00,D010,R002,Software,174312.89,118369.96,73094.31,80211.59,113,Pending
TXN0004395,2026-06-03 00:00:00,D005,R002,Software,161575.99,175824.6,124439.71,145992.6,60,Completed
TXN0004396,2026-10-18 00:00:00,D010,R002,Services,77079.88,65358.48,85138.69,82822.42,134,Completed
TXN0004397,2026-01-19 00:00:00,D002,R002,Consulting,137324.82,147468.43,62408.06,73891.2,120,Completed
TXN0004398,2024-10-28 00:00:00,D010,R002,Support,84180.96,66609.07,56336.89,62053.85,174,Pending
TXN0004399,2025-03-02 00:00:00,D004,R001,Consulting,117420.69,129172.76,71233.91,69287.85,14,Completed
TXN0004400,2026-01-24 00:00:00,D010,R002,Hardware,266187.05,273088.79,166091.8,184840.34,174,Completed
TXN0004401,2025-04-09 00:00:00,D003,R003,Services,133047.98,119641.23,82528.12,69284.61,49,Completed
TXN0004402,2026-02-02 00:00:00,D002,R002,Support,103873.9,96289.16,53394.44,69773.08,22,Cancelled
TXN0004403,2025-05-21 00:00:00,D006,R003,Hardware,222167.17,262186.8,147153.07,144316.62,154,Pending
TXN0004404,2025-09-06 00:00:00,D007,R006,Services,128734.23,140355.3,83384.04,89796.47,79,Pending
TXN0004405,2024-12-27 00:00:00,D008,R004,Consulting,150351.28,140475.83,57921.5,55673.69,36,Completed
TXN0004406,2024-06-17 00:00:00,D010,R002,Hardware,214846.49,229769.44,135463.51,156714.64,165,Pending
TXN0004407,2024-08-23 00:00:00,D005,R002,Subscription,176487.74,165441.86,86227.61,84027.74,113,Completed
TXN0004408,2024-12-05 00:00:00,D008,R005,Services,87594.38,94816.36,94155.11,101397.43,24,Cancelled
TXN0004409,2024-05-27 00:00:00,D002,R002,Subscription,161636.53,165264.0,92398.85,111053.44,170,Completed
TXN0004410,2025-07-14 00:00:00,D002,R002,Hardware,198944.44,264026.3,119694.88,110522.4,175,Pending
TXN0004411,2025-06-06 00:00:00,D007,R004,Software,189249.78,203193.87,83089.34,101213.73,148,Completed
TXN0004412,2024-02-22 00:00:00,D008,R004,Hardware,274276.09,276479.19,105471.11,96554.24,37,Cancelled
TXN0004413,2025-05-09 00:00:00,D888,R003,Hardware,166606.07,165178.54,149704.21,205223.15,56,Completed
TXN0004414,2025-12-13 00:00:00,D003,R003,Support,92362.55,86953.14,62090.08,63751.84,12,Cancelled
TXN0004415,2024-08-26 00:00:00,D010,R002,Services,137707.15,142800.12,89153.48,85113.67,147,Completed
TXN0004416,2024-09-09 00:00:00,D007,R004,Consulting,111132.76,127547.06,78023.89,69264.78,158,Pending
TXN0004417,2024-01-04 00:00:00,D007,R004,Software,157259.79,163850.08,113407.27,130191.49,40,Completed
TXN0004418,2024-12-22 00:00:00,D007,R004,Hardware,249085.47,329509.06,147987.49,146397.11,13,Completed
TXN0004419,2025-03-26 00:00:00,D003,R003,Support,97752.2,103897.08,51757.33,59251.09,73,Cancelled
TXN0004420,2025-03-03 00:00:00,D010,R002,Software,211684.23,220252.26,99330.81,104345.95,117,Pending
TXN0004421,2026-09-26 00:00:00,D009,R001,Consulting,122585.89,125167.92,76530.03,87749.91,96,Cancelled
TXN0004422,2024-05-27 00:00:00,D001,R001,Consulting,147755.79,157385.42,,98981.25,88,Completed
TXN0004423,2024-09-03 00:00:00,D005,R002,Consulting,130564.12,146210.35,66746.93,57848.66,75,Completed
TXN0004424,2025-05-17 00:00:00,D001,R001,Services,135821.84,133708.7,85760.52,83974.3,94,Completed
TXN0004425,2026-01-08 00:00:00,D008,R004,Consulting,148293.72,134703.19,100957.13,107816.71,116,Completed
TXN0004426,2024-04-17 00:00:00,D003,R003,Consulting,135874.04,106591.43,88005.88,86424.12,33,Cancelled
TXN0004427,2026-02-16 00:00:00,D007,R004,Services,114379.81,85413.31,105061.82,80571.25,60,Completed
TXN0004428,2026-02-20 00:00:00,D010,R002,Hardware,250467.72,229912.24,166128.26,172821.3,161,Completed
TXN0004429,2025-01-09 00:00:00,D006,R003,Services,126460.32,139568.03,104204.14,136540.14,129,Pending
TXN0004430,2024-07-08 00:00:00,D007,R004,Hardware,267284.26,287099.59,153849.44,179054.5,81,Cancelled
TXN0004431,2025-01-01 00:00:00,D001,R006,Software,199875.56,220232.64,103214.51,102258.93,90,Completed
TXN0004432,2025-07-09 00:00:00,D002,R002,Services,126180.93,107748.13,63815.05,66935.31,78,Completed
TXN0004433,2025-01-04 00:00:00,D009,R001,Services,120753.01,89469.94,89696.21,85002.47,141,Cancelled
TXN0004434,2026-08-18 00:00:00,D004,R001,Hardware,187680.99,171225.58,116572.86,115635.79,66,Completed
TXN0004435,2025-07-19 00:00:00,D002,R002,Hardware,187283.67,186287.36,154869.48,155756.93,101,Completed
TXN0004436,2025-02-09 00:00:00,D006,R003,Hardware,254349.02,230687.12,182407.46,236390.19,43,Completed
TXN0004437,2026-07-26 00:00:00,D002,R002,Support,73270.66,64518.5,43966.86,42947.95,139,Cancelled
TXN0004438,2025-03-13 00:00:00,D008,R004,Hardware,239259.59,247667.41,121666.85,104075.28,21,Completed
TXN0004439,2025-10-21 00:00:00,D001,R001,Subscription,136609.84,135317.59,115704.43,84104.29,78,Completed
TXN0004440,2026-05-20 00:00:00,D008,R004,Consulting,111168.42,107721.55,73558.06,80839.83,29,Cancelled
TXN0004441,2024-04-15 00:00:00,D004,R006,Subscription,177466.99,174962.47,91006.22,88299.51,20,Completed
TXN0004442,2024-06-24 00:00:00,D009,R001,Services,92186.09,97252.17,91712.8,88282.83,84,Completed
TXN0004443,2024-05-12 00:00:00,D010,R002,Software,219400.08,209272.21,96852.97,-46903.644172632135,69,Completed
TXN0004444,2024-12-15 00:00:00,D007,R004,Consulting,135538.05,141089.59,71217.66,70188.4,166,Completed
TXN0004445,2024-06-07 00:00:00,D001,R001,Subscription,115272.54,102543.65,73803.92,unknown,145,Pending
TXN0004446,2026-12-10 00:00:00,D002,R006,Support,70009.2,69448.19,39460.68,44065.04,86,Pending
TXN0004447,2024-04-18 00:00:00,D005,R002,Consulting,89068.49,120567.3,73737.93,87075.84,109,Cancelled
TXN0004448,2025-02-09 00:00:00,D001,R001,Consulting,121653.33,122870.54,74220.4,68673.5,67,Completed
TXN0004449,2025-02-05 00:00:00,D006,R003,Services,124371.57,136223.03,82418.24,74668.86,8,Pending
TXN0004450,2025-01-13 00:00:00,D001,R005,Software,142085.94,162237.38,112584.79,103647.24,133,Pending
TXN0004451,2025-11-17 00:00:00,D006,R003,Support,86439.2,100283.5,59034.56,50824.46,9,Completed
TXN0004452,2024-07-14 00:00:00,D003,R003,Support,80518.57,77569.39,46309.96,43401.26,29,Completed
TXN0004453,2024-03-16 00:00:00,D003,R006,Consulting,127751.4,138896.33,76660.34,81566.25,31,Completed
TXN0004454,2024-10-17 00:00:00,D002,R002,Support,73011.93,77656.64,45593.94,46593.11,9,Completed
TXN0004455,2025-02-25 00:00:00,D007,R004,Services,165270.63,163435.02,75127.05,95846.7,137,Completed
TXN0004456,2025-07-23 00:00:00,D003,R003,Services,169855.84,156340.98,85706.82,72692.55,14,Completed
TXN0004457,2024-09-24 00:00:00,D006,R003,Subscription,179446.12,203722.94,75526.45,87998.97,52,Completed
TXN0004458,2024-02-26 00:00:00,D001,R001,Services,144678.87,185916.46,84464.7,88892.75,29,Cancelled
TXN0004459,2025-03-01 00:00:00,D001,R001,Software,144234.8,159755.89,107321.09,142245.79,70,Cancelled
TXN0004460,2024-07-25 00:00:00,D005,R002,Subscription,134932.21,122145.07,87600.57,113865.09,54,Completed
TXN0004461,2026-02-14 00:00:00,,R003,Subscription,159914.14,185443.68,98805.91,100756.08,34,Completed
TXN0004462,2025-06-04 00:00:00,D003,R003,Subscription,146542.32,146610.78,98694.56,100143.99,90,Pending
TXN0004463,2025-09-15 00:00:00,D005,R002,Services,172937.29,147749.22,82047.36,72447.39,52,Cancelled
TXN0004464,2026-06-25 00:00:00,D007,R004,Hardware,159355.97,183033.42,144812.62,134504.48,114,Completed
TXN0004465,2026-05-30 00:00:00,D003,R003,Subscription,116808.21,68612.52,89697.89,86038.54,114,Completed
TXN0004466,2025-12-31 00:00:00,D005,R002,Software,187485.38,191414.26,91396.51,94654.94,68,Pending
TXN0004467,2025-05-11 00:00:00,D008,R004,Consulting,147380.6,143115.95,75984.1,70234.93,75,Cancelled
TXN0004468,2024-12-29 00:00:00,,R001,Hardware,243994.91,217842.08,137720.84,153615.9,164,Pending
TXN0004469,2025-11-16 00:00:00,D004,R001,Software,181733.87,194602.33,126369.51,131859.83,50,Pending
TXN0004470,2024-05-15 00:00:00,D007,R004,Hardware,285133.35,280406.82,167183.22,186303.15,73,Pending
TXN0004471,2025-05-19 00:00:00,D007,R004,Hardware,176561.65,181033.73,163723.81,213667.17,168,Cancelled
TXN0004472,05/02/2026,D888,R001,Consulting,146649.9,147104.56,87584.67,77478.89,81,Completed
TXN0004473,2025-03-24 00:00:00,D005,R002,Hardware,243930.45,245988.9,114521.71,80839.73,68,Pending
TXN0004474,2025-08-13 00:00:00,D010,R002,Services,110458.34,107986.65,84265.5,82123.69,118,Completed
TXN0004475,2025-04-22 00:00:00,D007,R004,Hardware,197850.85,238629.33,110021.8,121969.51,91,Completed
TXN0004476,2026-04-15 00:00:00,D009,R001,support ,117404.74,117096.72,44466.95,32169.17,37,Cancelled
TXN0004477,2025-05-26 00:00:00,D009,R001,Support,129002.98,134525.63,45477.95,45434.26,44,Completed
TXN0004478,2026/03/06,D004,R001,Support,106761.45,119560.62,59281.19,61153.25,131,Cancelled
TXN0004479,2026-08-30 00:00:00,D003,R003,Hardware,241211.25,234380.29,96989.01,127845.39,25,Completed
TXN0004480,2026-05-06 00:00:00,D008,R004,Support,92479.11,95385.86,40651.49,31204.75,55,Cancelled
TXN0004481,2025-08-09 00:00:00,D004,R001,Services,159866.79,185354.99,80103.57,68068.89,110,Cancelled
TXN0004482,2025-05-19 00:00:00,D006,R003,Consulting,139060.48,145679.36,47796.12,36506.78,176,Cancelled
TXN0004483,2026-03-16 00:00:00,D001,R001,Software,204560.09,unknown,88028.37,91411.46,142,Completed
TXN0004484,2025-04-29 00:00:00,D005,R002,Subscription,158466.04,211754.9,96155.36,94727.4,162,Cancelled
TXN0004485,2026-04-30 00:00:00,D009,R001,Software,205331.95,212794.26,135613.79,157050.45,29,Completed
TXN0004486,2024-06-19 00:00:00,D004,R001,Subscription,192176.22,222636.18,98188.34,113976.19,30,Pending
TXN0004487,2026-08-03 00:00:00,D009,R001,Support,87426.92,85363.02,52784.83,54813.75,27,Completed
TXN0004488,2024-09-24 00:00:00,D004,R005,Consulting,148765.82,163670.55,67047.97,72823.48,102,Completed
TXN0004489,2024-07-14 00:00:00,,R004,Software,123981.19,131087.57,87140.86,83799.68,75,Cancelled
TXN0004490,2024-02-09 00:00:00,D010,R002,Consulting,92523.21,102845.68,74259.58,74792.35,147,Completed
TXN0004491,2025-03-01 00:00:00,D007,R004,Subscription,153957.81,152547.62,100052.98,93939.73,35,Completed
TXN0004492,2025-02-06 00:00:00,D002,R002,Consulting,117032.27,122521.24,79721.36,80145.22,156,Completed
TXN0004493,2025-07-23 00:00:00,D008,R004,Hardware,243204.97,190161.38,139362.12,118779.72,41,Cancelled
TXN0004494,2025-08-30 00:00:00,D003,R003,support ,111851.7,135004.63,65339.41,57881.61,93,Pending
TXN0004495,2024-08-10 00:00:00,D004,R001,Services,120127.64,84617.57,113244.43,96889.06,122,Completed
TXN0004496,2025-09-07 00:00:00,D010,R002,Subscription,154534.14,140331.51,75863.65,90727.21,7,Completed
TXN0004497,2026-11-01 00:00:00,D007,R004,Hardware,244698.25,240904.09,145361.56,188955.38,175,Completed
TXN0004498,2026-02-23 00:00:00,D002,R002,Consulting,136043.94,122140.95,74465.87,75956.83,79,Cancelled
TXN0004499,2026-07-13 00:00:00,D008,R004,Consulting,112284.54,84475.07,91652.12,86545.23,177,Completed
TXN0004500,2025-04-04 00:00:00,D007,R004,Subscription,172599.95,165012.23,84375.61,-39643.87996841598,60,Completed
TXN0004501,2024-08-02 00:00:00,D004,R001,Software,178316.39,177348.26,93344.92,106903.43,104,Completed
TXN0004502,2024-02-26 00:00:00,D003,R003,Subscription,168714.03,111395.83,90187.27,84356.74,34,Pending
TXN0004503,2024-03-10 00:00:00,D004,R001,Hardware,248451.8,173042.01,137904.99,150437.51,25,Completed
TXN0004504,2025-03-17 00:00:00,D004,R001,Hardware,151901.97,132374.48,128685.6,110012.32,126,Pending
TXN0004505,2025-07-14 00:00:00,D008,R004,Services,150092.24,143193.68,76798.39,87403.7,141,Completed
TXN0004506,2024-05-07 00:00:00,D005,R006,Software,239421.61,241609.71,141501.96,185346.7,23,Pending
TXN0004507,2024-05-31 00:00:00,D008,R004,Software,178707.67,137934.44,117760.61,133400.45,69,Cancelled
TXN0004508,2025-08-02 00:00:00,D002,R002,,205904.41,181802.96,109446.26,124813.23,153,Cancelled
TXN0004509,2025-09-30 00:00:00,D002,R002,Software,146872.43,141533.74,90881.31,111632.53,172,Completed
TXN0004510,2026-05-04 00:00:00,D001,R001,,183471.57,213729.18,84650.27,109196.51,111,Completed
TXN0004511,2024-05-28 00:00:00,D007,R004,Software,157557.18,174364.42,"₹1,25,000",89224.62,163,Cancelled
TXN0004512,2024-09-06 00:00:00,D001,R001,SERVICES,126137.65,134537.48,91610.03,81905.36,56,Completed
TXN0004513,2025-09-11 00:00:00,D009,R001,Hardware,208221.19,211635.51,193350.45,192408.64,146,Completed
TXN0004514,2025-10-15 00:00:00,D003,R003,Services,154509.91,165275.76,85747.67,67824.11,55,Completed
TXN0004515,2024-07-15 00:00:00,D007,R006,Subscription,134876.6,123446.21,81994.85,98147.34,129,Cancelled
TXN0004516,2026-02-21 00:00:00,D002,R002,Subscription,78776.32,94165.92,81389.53,81915.14,20,Completed
TXN0004517,2024-06-25 00:00:00,,R003,Software,210830.7,218306.45,108582.68,110404.5,131,Completed
TXN0004518,2024-07-19 00:00:00,D004,R001,Support,81392.68,81369.1,59445.33,77498.52,154,Completed
TXN0004519,2026-08-08 00:00:00,D001,R001,Hardware,258038.23,258095.85,132646.3,161448.15,176,Completed
TXN0004520,2024-06-29 00:00:00,D003,R003,Subscription,140375.68,137002.77,105177.39,107654.4,79,Completed
TXN0004521,2026-07-29 00:00:00,D002,R002,Subscription,197572.56,204214.52,108384.4,124466.23,166,Completed
TXN0004522,2024-06-02 00:00:00,D006,R003,Consulting,105131.26,99934.1,89669.99,94275.03,160,Completed
TXN0004523,2026-01-24 00:00:00,D007,R004,Subscription,187536.5,158265.24,73673.0,74484.26,130,Pending
TXN0004524,2024-05-26 00:00:00,D005,R002,Services,159449.44,141445.49,82848.28,107919.31,66,Cancelled
TXN0004525,2024-08-15 00:00:00,D002,R006,Hardware,143256.26,120630.25,132029.01,125062.13,173,Pending
TXN0004526,2024-12-12 00:00:00,D002,R002,Hardware,272554.29,309878.28,143219.19,141911.89,68,Completed
TXN0004527,2024-06-04 00:00:00,D002,R002,Software,180834.47,150402.12,101710.41,135625.88,65,Completed
TXN0004528,2026-04-21 00:00:00,D006,R003,Software,174009.03,176047.05,101894.22,94536.25,157,Pending
TXN0004529,2025-06-02 00:00:00,D003,R003,Consulting,139168.67,173503.28,74900.44,79767.98,93,Completed
TXN0004530,2026-10-14 00:00:00,D003,R003,Services,146744.05,159488.04,82486.98,72974.79,84,Completed
TXN0004531,2025-08-02 00:00:00,D001,R001,Hardware,177616.02,213413.8,132763.18,126837.86,129,Completed
TXN0004532,2025-07-19 00:00:00,D008,R004,Subscription,148403.03,146415.94,88801.61,74410.09,138,Cancelled
TXN0004533,2025-08-01 00:00:00,D006,R003,Subscription,156602.53,144649.27,82207.17,83407.32,134,Cancelled
TXN0004534,2024-03-03 00:00:00,D010,R002,Software,160567.96,129725.97,115232.33,126121.31,99,Completed
TXN0004535,2025-11-28 00:00:00,D010,R002,Support,112724.78,115069.99,61049.62,75855.43,115,Pending
TXN0004536,2025-03-02 00:00:00,D006,R003,Consulting,111601.48,125566.99,71931.92,76761.56,98,Completed
TXN0004537,2025-01-12 00:00:00,D009,R001,Services,113643.73,110468.6,86595.6,93240.48,119,Completed
TXN0004538,2024-09-29 00:00:00,D008,R004,Consulting,150484.01,160278.07,75765.79,67185.4,172,Completed
TXN0004539,2026-02-22 00:00:00,D007,R004,Hardware,211402.92,229051.32,182638.71,181022.72,7,Pending
TXN0004540,2025-08-25 00:00:00,D001,R001,Software,176329.9,203592.92,127141.64,107783.26,172,Completed
TXN0004541,2026-02-13 00:00:00,D002,R002,Software,148718.05,156329.78,117435.73,104680.91,135,Pending
TXN0004542,2026-11-14 00:00:00,D003,R003,Support,78301.42,102198.16,67407.89,73017.43,118,Completed
TXN0004543,2024-04-30 00:00:00,D001,R006,Consulting,73979.94,71099.64,80023.17,87690.92,177,Completed
TXN0004544,2024-10-15 00:00:00,D002,R002,Subscription,207358.15,236369.03,60951.04,,6,Pending
TXN0004545,2024-08-15 00:00:00,D007,R004,Subscription,179234.19,217345.2,81144.26,81458.12,36,Completed
TXN0004546,2024-10-30 00:00:00,D003,R003,Services,143363.81,151106.32,77976.99,80329.85,51,Completed
TXN0004547,2025-07-22 00:00:00,D009,R001,Software,169322.52,124941.97,98572.52,113021.64,125,Completed
TXN0004548,2025-08-31 00:00:00,D003,R003,Hardware,172261.07,205508.57,187162.95,176114.8,13,Completed
TXN0004549,2025-07-02 00:00:00,D005,R002,Support,,57367.95,52346.72,63996.93,120,Cancelled
TXN0004550,2024-08-24 00:00:00,D002,R002,Software,173514.31,184215.48,125659.58,149951.9,68,Completed
TXN0004551,2025-02-01 00:00:00,D001,R001,Hardware,187326.32,186200.46,185050.98,179518.87,86,Pending
TXN0004552,2026-12-22 00:00:00,D003,R003,Support,91511.62,104584.35,,33464.96,156,Completed
TXN0004553,2025-08-15 00:00:00,D001,R001,Consulting,102782.36,90902.93,82058.9,82453.25,35,Completed
TXN0004554,2026-08-09 00:00:00,D008,R004,Software,168284.47,167505.68,101100.45,123316.03,139,Completed
TXN0004555,2024-02-05 00:00:00,D001,R001,Subscription,184912.99,145831.35,86863.31,96603.91,23,Completed
TXN0004556,2025-11-05 00:00:00,D005,R002,Hardware,149779.75,155902.47,120542.58,145854.23,67,Completed
TXN0004557,2026-11-11 00:00:00,D002,R002,Services,unknown,196445.8,88164.18,100038.69,29,Completed
TXN0004558,2026-07-19 00:00:00,D005,R002,Consulting,120614.91,129929.35,74005.19,68117.4,78,Completed
TXN0004559,2026-11-10 00:00:00,D009,R005,Support,81192.58,61910.74,55264.36,46500.58,177,Cancelled
